time_step,simulated_timestamp,UDI,Product ID,actual_machine_failure,xgboost_probability,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,selected_threshold,risk_status,risk_rolling_mean,risk_center_line,risk_ucl,risk_lcl,risk_beyond_control_limit,spc_risk_alert,torque_rolling_mean,torque_center_line,torque_ucl,torque_lcl,torque_beyond_control_limit
1167,2026-06-02 03:26:00,5813,L52992,0,0.00557305,L,301.4,311.1,1495,36.3,193,0,0.86,Normal,0.14111341296229513,0.0484173446893692,0.44078411161899567,0.0,False,False,42.958,39.57697084698982,68.07734305908238,11.076598634897266,False
1168,2026-06-02 03:27:00,5818,L52997,0,0.28330344,L,301.3,311.0,1542,35.1,204,0,0.86,Normal,0.1466820881748572,0.0484173446893692,0.44078411161899567,0.0,False,False,42.79599999999999,39.57697084698982,68.07734305908238,11.076598634897266,False
1169,2026-06-02 03:28:00,5820,L52999,0,0.18694946,L,301.3,311.0,1418,41.9,208,0,0.86,Normal,0.15036759635899216,0.0484173446893692,0.44078411161899567,0.0,False,False,43.004,39.57697084698982,68.07734305908238,11.076598634897266,False
1170,2026-06-02 03:29:00,5821,L53000,0,0.12951455,L,301.3,311.1,1723,27.6,210,0,0.86,Normal,0.15254239997360855,0.0484173446893692,0.44078411161899567,0.0,False,False,42.46,39.57697084698982,68.07734305908238,11.076598634897266,False
1171,2026-06-02 03:30:00,5822,L53001,0,0.7437646,L,301.3,311.1,1303,49.2,212,0,0.86,Normal,0.16740776044782252,0.0484173446893692,0.44078411161899567,0.0,True,True,42.672,39.57697084698982,68.07734305908238,11.076598634897266,False
1172,2026-06-02 03:31:00,5828,L53007,0,0.002059897,L,301.3,311.1,1624,40.9,0,0,0.86,Normal,0.15599977277684957,0.0484173446893692,0.44078411161899567,0.0,False,False,42.508,39.57697084698982,68.07734305908238,11.076598634897266,False
1173,2026-06-02 03:32:00,5831,M20690,0,0.006442411,M,301.3,311.2,1438,42.4,7,0,0.86,Normal,0.15608229654841124,0.0484173446893692,0.44078411161899567,0.0,False,False,42.977999999999994,39.57697084698982,68.07734305908238,11.076598634897266,False
1174,2026-06-02 03:33:00,5838,M20697,0,0.0022138783,M,301.3,311.1,1834,25.4,22,0,0.86,Normal,0.1393483482161537,0.0484173446893692,0.44078411161899567,0.0,False,False,42.298,39.57697084698982,68.07734305908238,11.076598634897266,False
1175,2026-06-02 03:34:00,5841,M20700,0,0.0019390336,M,301.3,311.1,1581,30.9,31,0,0.86,Normal,0.13934953739633785,0.0484173446893692,0.44078411161899567,0.0,False,False,42.24,39.57697084698982,68.07734305908238,11.076598634897266,False
1176,2026-06-02 03:35:00,5845,L53024,0,0.002614001,L,301.4,311.1,1462,37.1,41,0,0.86,Normal,0.13913067750865593,0.0484173446893692,0.44078411161899567,0.0,False,False,42.272,39.57697084698982,68.07734305908238,11.076598634897266,False
1177,2026-06-02 03:36:00,5849,L53028,0,0.36651662,L,301.4,311.3,2323,15.9,50,0,0.86,Normal,0.1463050737255253,0.0484173446893692,0.44078411161899567,0.0,False,False,41.856,39.57697084698982,68.07734305908238,11.076598634897266,False
1178,2026-06-02 03:37:00,5853,H35266,0,0.003295519,H,301.2,310.9,1798,22.3,59,0,0.86,Normal,0.14632602266734465,0.0484173446893692,0.44078411161899567,0.0,False,False,41.57,39.57697084698982,68.07734305908238,11.076598634897266,False
1179,2026-06-02 03:38:00,5857,H35270,0,0.0036176043,H,301.2,310.9,1598,35.9,71,0,0.86,Normal,0.14635713413124904,0.0484173446893692,0.44078411161899567,0.0,False,False,41.518,39.57697084698982,68.07734305908238,11.076598634897266,False
1180,2026-06-02 03:39:00,5871,L53050,0,0.0063206535,L,301.5,311.1,2055,16.8,105,0,0.86,Normal,0.1464395610545762,0.0484173446893692,0.44078411161899567,0.0,False,False,41.128,39.57697084698982,68.07734305908238,11.076598634897266,False
1181,2026-06-02 03:40:00,5872,L53051,0,0.005294351,L,301.5,311.1,1469,49.5,107,0,0.86,Normal,0.1462157295574434,0.0484173446893692,0.44078411161899567,0.0,False,False,41.168,39.57697084698982,68.07734305908238,11.076598634897266,False
1182,2026-06-02 03:41:00,5875,M20734,0,0.0023968527,M,301.5,311.1,1660,33.8,115,0,0.86,Normal,0.1460861026798375,0.0484173446893692,0.44078411161899567,0.0,False,False,40.922,39.57697084698982,68.07734305908238,11.076598634897266,False
1183,2026-06-02 03:42:00,5878,L53057,0,0.0029140483,L,301.5,311.1,1458,41.4,123,0,0.86,Normal,0.14490506069967524,0.0484173446893692,0.44078411161899567,0.0,False,False,40.718,39.57697084698982,68.07734305908238,11.076598634897266,False
1184,2026-06-02 03:43:00,5879,L53058,0,0.006109998,L,301.4,311.0,1533,45.8,125,0,0.86,Normal,0.14497845938662068,0.0484173446893692,0.44078411161899567,0.0,False,False,40.858000000000004,39.57697084698982,68.07734305908238,11.076598634897266,False
1185,2026-06-02 03:44:00,5884,L53063,0,0.002772029,L,301.4,311.1,1800,26.0,135,0,0.86,Normal,0.1449833207228221,0.0484173446893692,0.44078411161899567,0.0,False,False,40.538000000000004,39.57697084698982,68.07734305908238,11.076598634897266,False
1186,2026-06-02 03:45:00,5897,L53076,0,0.035146065,L,301.1,310.8,1274,55.7,169,0,0.86,Normal,0.13255456034326926,0.0484173446893692,0.44078411161899567,0.0,False,False,40.738,39.57697084698982,68.07734305908238,11.076598634897266,False
1187,2026-06-02 03:46:00,5898,M20757,0,0.0049675927,M,301.0,310.7,1517,40.2,171,0,0.86,Normal,0.11931145895505324,0.0484173446893692,0.44078411161899567,0.0,False,False,40.598,39.57697084698982,68.07734305908238,11.076598634897266,False
1188,2026-06-02 03:47:00,5908,H35321,0,0.0545158,H,300.8,310.4,1419,46.4,200,0,0.86,Normal,0.10791635308647528,0.0484173446893692,0.44078411161899567,0.0,False,False,40.424,39.57697084698982,68.07734305908238,11.076598634897266,False
1189,2026-06-02 03:48:00,5912,M20771,0,0.60988784,M,300.8,310.4,1288,64.0,3,0,0.86,Normal,0.1200562335154973,0.0484173446893692,0.44078411161899567,0.0,True,True,40.858,39.57697084698982,68.07734305908238,11.076598634897266,False
1190,2026-06-02 03:49:00,5929,M20788,0,0.008355044,M,300.2,310.1,1550,38.7,45,0,0.86,Normal,0.12018881232943386,0.0484173446893692,0.44078411161899567,0.0,False,False,41.193999999999996,39.57697084698982,68.07734305908238,11.076598634897266,False
1191,2026-06-02 03:50:00,5945,M20804,0,0.0030517727,M,300.7,310.6,1484,38.0,84,0,0.86,Normal,0.1197117624199018,0.0484173446893692,0.44078411161899567,0.0,False,False,41.05,39.57697084698982,68.07734305908238,11.076598634897266,False
1192,2026-06-02 03:51:00,5946,M20805,0,0.009993821,M,300.8,310.8,1415,44.5,87,0,0.86,Normal,0.11972096133511513,0.0484173446893692,0.44078411161899567,0.0,False,False,40.94,39.57697084698982,68.07734305908238,11.076598634897266,False
1193,2026-06-02 03:52:00,5954,M20813,0,0.0035148386,M,300.7,310.9,1486,38.9,106,0,0.86,Normal,0.11958285054191947,0.0484173446893692,0.44078411161899567,0.0,False,False,40.738,39.57697084698982,68.07734305908238,11.076598634897266,False
1194,2026-06-02 03:53:00,5959,L53138,0,0.0029127072,L,300.6,310.8,1533,38.5,117,0,0.86,Normal,0.10299127315171062,0.0484173446893692,0.44078411161899567,0.0,False,False,40.394,39.57697084698982,68.07734305908238,11.076598634897266,False
1195,2026-06-02 03:54:00,5968,L53147,0,0.01591087,L,300.4,310.8,1390,52.5,144,0,0.86,Normal,0.10312965241260827,0.0484173446893692,0.44078411161899567,0.0,False,False,40.604,39.57697084698982,68.07734305908238,11.076598634897266,False
1196,2026-06-02 03:55:00,5973,L53152,0,0.019306019,L,300.5,310.8,1445,46.6,155,0,0.86,Normal,0.10347647900227458,0.0484173446893692,0.44078411161899567,0.0,False,False,41.018,39.57697084698982,68.07734305908238,11.076598634897266,False
1197,2026-06-02 03:56:00,5979,L53158,0,0.015841726,L,300.5,310.6,1448,46.3,173,0,0.86,Normal,0.10369680476840586,0.0484173446893692,0.44078411161899567,0.0,False,False,41.111999999999995,39.57697084698982,68.07734305908238,11.076598634897266,False
1198,2026-06-02 03:57:00,5981,M20840,0,0.0059628687,M,300.6,310.7,1654,32.0,180,0,0.86,Normal,0.0867322062747553,0.0484173446893692,0.44078411161899567,0.0,False,False,40.666,39.57697084698982,68.07734305908238,11.076598634897266,False
1199,2026-06-02 03:58:00,5987,L53166,0,0.09348939,L,300.6,310.7,1440,52.5,200,0,0.86,Normal,0.08841840975452214,0.0484173446893692,0.44078411161899567,0.0,False,False,40.808,39.57697084698982,68.07734305908238,11.076598634897266,False
1200,2026-06-02 03:59:00,5989,H35402,0,0.91942114,H,300.7,310.8,1296,58.2,204,0,0.86,High Risk,0.10661024334374815,0.0484173446893692,0.44078411161899567,0.0,True,True,41.11,39.57697084698982,68.07734305908238,11.076598634897266,False
1201,2026-06-02 04:00:00,5997,M20856,0,0.6983193,M,300.5,310.2,1386,48.2,225,0,0.86,Normal,0.10077930571977049,0.0484173446893692,0.44078411161899567,0.0,True,True,40.674,39.57697084698982,68.07734305908238,11.076598634897266,False
1202,2026-06-02 04:01:00,6001,H35414,0,0.016025666,H,300.4,310.2,1431,43.2,0,0,0.86,Normal,0.10102466750890017,0.0484173446893692,0.44078411161899567,0.0,False,False,40.818000000000005,39.57697084698982,68.07734305908238,11.076598634897266,False
1203,2026-06-02 04:02:00,6006,L53185,0,0.0026250165,L,300.6,310.5,1570,38.3,14,0,0.86,Normal,0.10095870339311659,0.0484173446893692,0.44078411161899567,0.0,False,False,40.718,39.57697084698982,68.07734305908238,11.076598634897266,False
1204,2026-06-02 04:03:00,6013,H35426,0,0.010332803,H,300.8,310.9,1425,44.0,33,0,0.86,Normal,0.10012686043046415,0.0484173446893692,0.44078411161899567,0.0,False,False,40.596,39.57697084698982,68.07734305908238,11.076598634897266,False
1205,2026-06-02 04:04:00,6015,H35428,0,0.0029768634,H,300.8,310.8,1618,32.8,40,0,0.86,Normal,0.09937999997753649,0.0484173446893692,0.44078411161899567,0.0,False,False,40.324,39.57697084698982,68.07734305908238,11.076598634897266,False
1206,2026-06-02 04:05:00,6016,M20875,0,0.0030382397,M,300.8,310.8,1520,38.0,45,0,0.86,Normal,0.09849841161165386,0.0484173446893692,0.44078411161899567,0.0,False,False,40.194,39.57697084698982,68.07734305908238,11.076598634897266,False
1207,2026-06-02 04:06:00,6021,L53200,0,0.0029536856,L,300.7,310.8,1619,34.9,57,0,0.86,Normal,0.08714458940550684,0.0484173446893692,0.44078411161899567,0.0,False,False,39.916000000000004,39.57697084698982,68.07734305908238,11.076598634897266,False
1208,2026-06-02 04:07:00,6023,L53202,0,0.00374764,L,300.7,310.9,1521,39.4,61,0,0.86,Normal,0.08664301516022534,0.0484173446893692,0.44078411161899567,0.0,False,False,39.764,39.57697084698982,68.07734305908238,11.076598634897266,False
1209,2026-06-02 04:08:00,6030,M20889,0,0.010073108,M,300.7,310.8,1452,47.9,77,0,0.86,Normal,0.0867997133731842,0.0484173446893692,0.44078411161899567,0.0,False,False,39.934,39.57697084698982,68.07734305908238,11.076598634897266,False
1210,2026-06-02 04:09:00,6033,L53212,0,0.0033361062,L,300.7,310.8,1754,27.7,84,0,0.86,Normal,0.08679296696092934,0.0484173446893692,0.44078411161899567,0.0,False,False,39.692,39.57697084698982,68.07734305908238,11.076598634897266,False
1211,2026-06-02 04:10:00,6036,M20895,0,0.0055227685,M,300.6,310.9,1702,30.3,91,0,0.86,Normal,0.0868661449616775,0.0484173446893692,0.44078411161899567,0.0,False,False,39.564,39.57697084698982,68.07734305908238,11.076598634897266,False
1212,2026-06-02 04:11:00,6045,M20904,0,0.004140581,M,300.8,310.9,1522,41.7,115,0,0.86,Normal,0.08690906673204153,0.0484173446893692,0.44078411161899567,0.0,False,False,39.622,39.57697084698982,68.07734305908238,11.076598634897266,False
1213,2026-06-02 04:12:00,6048,H35461,0,0.0025983774,H,300.9,311.0,1853,23.6,122,0,0.86,Normal,0.08682783665601164,0.0484173446893692,0.44078411161899567,0.0,False,False,39.228,39.57697084698982,68.07734305908238,11.076598634897266,False
1214,2026-06-02 04:13:00,6053,L53232,0,0.00660973,L,300.9,311.0,2003,20.2,138,0,0.86,Normal,0.08689771689940244,0.0484173446893692,0.44078411161899567,0.0,False,False,38.83,39.57697084698982,68.07734305908238,11.076598634897266,False
1215,2026-06-02 04:14:00,6054,L53233,0,0.0036472692,L,300.8,310.9,1748,29.9,140,0,0.86,Normal,0.08691317650023848,0.0484173446893692,0.44078411161899567,0.0,False,False,38.544,39.57697084698982,68.07734305908238,11.076598634897266,False
1216,2026-06-02 04:15:00,6058,L53237,0,0.0077972924,L,300.8,310.8,1689,32.9,151,0,0.86,Normal,0.08699267859105021,0.0484173446893692,0.44078411161899567,0.0,False,False,38.404,39.57697084698982,68.07734305908238,11.076598634897266,False
1217,2026-06-02 04:16:00,6059,M20918,0,0.004954197,M,300.9,310.9,1636,35.3,153,0,0.86,Normal,0.08698030152823776,0.0484173446893692,0.44078411161899567,0.0,False,False,38.384,39.57697084698982,68.07734305908238,11.076598634897266,False
1218,2026-06-02 04:17:00,6068,L53247,0,0.008566026,L,301.0,311.0,1582,37.5,176,0,0.86,Normal,0.08148555324878544,0.0484173446893692,0.44078411161899567,0.0,False,False,38.431999999999995,39.57697084698982,68.07734305908238,11.076598634897266,False
1219,2026-06-02 04:18:00,6079,L53258,1,0.9823552,L,300.8,310.7,1339,59.1,203,1,0.86,High Risk,0.09739366756286472,0.0484173446893692,0.44078411161899567,0.0,True,True,38.776,39.57697084698982,68.07734305908238,11.076598634897266,False
1220,2026-06-02 04:19:00,6091,L53270,0,0.013798142,L,300.9,310.8,1708,29.1,14,0,0.86,Normal,0.09507933949586005,0.0484173446893692,0.44078411161899567,0.0,False,False,38.806,39.57697084698982,68.07734305908238,11.076598634897266,False
1221,2026-06-02 04:20:00,6102,L53281,0,0.0026177382,L,300.7,310.6,1616,29.6,47,0,0.86,Normal,0.08025640267413109,0.0484173446893692,0.44078411161899567,0.0,False,False,38.413999999999994,39.57697084698982,68.07734305908238,11.076598634897266,False
1222,2026-06-02 04:21:00,6112,M20971,0,0.0035668346,M,300.7,310.8,1486,41.2,71,0,0.86,Normal,0.08028654142748565,0.0484173446893692,0.44078411161899567,0.0,False,False,38.42,39.57697084698982,68.07734305908238,11.076598634897266,False
1223,2026-06-02 04:22:00,6113,L53292,0,0.0078870915,L,300.7,310.8,1925,22.0,74,0,0.86,Normal,0.08031543503981084,0.0484173446893692,0.44078411161899567,0.0,False,False,38.012,39.57697084698982,68.07734305908238,11.076598634897266,False
1224,2026-06-02 04:23:00,6117,L53296,0,0.007216604,L,300.8,310.9,1453,43.9,84,0,0.86,Normal,0.08041548955254257,0.0484173446893692,0.44078411161899567,0.0,False,False,38.382000000000005,39.57697084698982,68.07734305908238,11.076598634897266,False
1225,2026-06-02 04:24:00,6122,L53301,0,0.0024480973,L,300.9,311.1,1457,37.4,96,0,0.86,Normal,0.08042567082680761,0.0484173446893692,0.44078411161899567,0.0,False,False,38.512,39.57697084698982,68.07734305908238,11.076598634897266,False
1226,2026-06-02 04:25:00,6128,L53307,0,0.74650747,L,300.9,310.9,1228,66.4,109,0,0.86,Normal,0.09530354012269526,0.0484173446893692,0.44078411161899567,0.0,True,True,39.098,39.57697084698982,68.07734305908238,11.076598634897266,False
1227,2026-06-02 04:26:00,6135,L53314,0,0.002844581,L,301.0,311.0,1581,37.0,127,0,0.86,Normal,0.08803009934257716,0.0484173446893692,0.44078411161899567,0.0,False,False,39.52,39.57697084698982,68.07734305908238,11.076598634897266,False
1228,2026-06-02 04:27:00,6136,L53315,0,0.010230465,L,301.0,310.9,1740,28.9,129,0,0.86,Normal,0.08816879826132208,0.0484173446893692,0.44078411161899567,0.0,False,False,39.652,39.57697084698982,68.07734305908238,11.076598634897266,False
1229,2026-06-02 04:28:00,6139,M20998,0,0.0077984845,M,300.8,310.7,1452,43.0,139,0,0.86,Normal,0.08825241586659104,0.0484173446893692,0.44078411161899567,0.0,False,False,39.794000000000004,39.57697084698982,68.07734305908238,11.076598634897266,False
1230,2026-06-02 04:29:00,6150,M21009,0,0.020614928,M,301.0,311.1,1420,47.4,167,0,0.86,Normal,0.08853830134961754,0.0484173446893692,0.44078411161899567,0.0,False,False,40.406,39.57697084698982,68.07734305908238,11.076598634897266,False
1231,2026-06-02 04:30:00,6153,M21012,0,0.0048232353,M,301.1,311.1,1592,35.7,174,0,0.86,Normal,0.08852887903805823,0.0484173446893692,0.44078411161899567,0.0,False,False,40.13,39.57697084698982,68.07734305908238,11.076598634897266,False
1232,2026-06-02 04:31:00,6156,L53335,0,0.0046711755,L,301.0,311.0,1634,31.2,182,0,0.86,Normal,0.08857436549384147,0.0484173446893692,0.44078411161899567,0.0,False,False,40.078,39.57697084698982,68.07734305908238,11.076598634897266,False
1233,2026-06-02 04:32:00,6174,L53353,0,0.0026467459,L,300.8,310.7,1633,27.8,0,0,0.86,Normal,0.08856901944614946,0.0484173446893692,0.44078411161899567,0.0,False,False,39.806,39.57697084698982,68.07734305908238,11.076598634897266,False
1234,2026-06-02 04:33:00,6176,L53355,0,0.0029275182,L,300.9,310.8,1517,44.3,4,0,0.86,Normal,0.08850536984857171,0.0484173446893692,0.44078411161899567,0.0,False,False,39.775999999999996,39.57697084698982,68.07734305908238,11.076598634897266,False
1235,2026-06-02 04:34:00,6178,L53357,0,0.0050007133,L,301.0,310.8,1527,45.3,8,0,0.86,Normal,0.08854994353372604,0.0484173446893692,0.44078411161899567,0.0,False,False,40.162,39.57697084698982,68.07734305908238,11.076598634897266,False
1236,2026-06-02 04:35:00,6181,L53360,0,0.0034008147,L,301.0,310.9,1492,44.6,15,0,0.86,Normal,0.08791503852698952,0.0484173446893692,0.44078411161899567,0.0,False,False,39.94,39.57697084698982,68.07734305908238,11.076598634897266,False
1237,2026-06-02 04:36:00,6183,L53362,0,0.0022645032,L,301.0,310.8,1475,35.3,19,0,0.86,Normal,0.0878609767369926,0.0484173446893692,0.44078411161899567,0.0,False,False,39.842,39.57697084698982,68.07734305908238,11.076598634897266,False
1238,2026-06-02 04:37:00,6185,L53364,0,0.0030502542,L,301.0,311.0,1553,35.8,26,0,0.86,Normal,0.08683166579343378,0.0484173446893692,0.44078411161899567,0.0,False,False,39.63,39.57697084698982,68.07734305908238,11.076598634897266,False
1239,2026-06-02 04:38:00,6203,L53382,0,0.014583517,L,301.0,310.9,1296,54.9,69,0,0.86,Normal,0.07492557936348021,0.0484173446893692,0.44078411161899567,0.0,False,False,39.448,39.57697084698982,68.07734305908238,11.076598634897266,False
1240,2026-06-02 04:39:00,6205,M21064,0,0.003234621,M,300.9,310.8,1519,34.9,73,0,0.86,Normal,0.07482317090500146,0.0484173446893692,0.44078411161899567,0.0,False,False,39.372,39.57697084698982,68.07734305908238,11.076598634897266,False
1241,2026-06-02 04:40:00,6209,M21068,0,0.016744193,M,300.7,310.6,1418,46.3,84,0,0.86,Normal,0.07509701930452138,0.0484173446893692,0.44078411161899567,0.0,False,False,39.538000000000004,39.57697084698982,68.07734305908238,11.076598634897266,False
1242,2026-06-02 04:41:00,6211,L53390,0,0.009605705,L,300.8,310.5,1434,44.5,89,0,0.86,Normal,0.07508925697300584,0.0484173446893692,0.44078411161899567,0.0,False,False,39.538000000000004,39.57697084698982,68.07734305908238,11.076598634897266,False
1243,2026-06-02 04:42:00,6213,L53392,0,0.018871723,L,300.8,310.6,1402,53.7,93,0,0.86,Normal,0.07539639465510845,0.0484173446893692,0.44078411161899567,0.0,False,False,39.833999999999996,39.57697084698982,68.07734305908238,11.076598634897266,False
1244,2026-06-02 04:43:00,6216,L53395,0,0.0037318694,L,301.1,310.8,1521,41.0,99,0,0.86,Normal,0.07541277789976447,0.0484173446893692,0.44078411161899567,0.0,False,False,39.88399999999999,39.57697084698982,68.07734305908238,11.076598634897266,False
1245,2026-06-02 04:44:00,6221,L53400,0,0.007457696,L,301.1,310.8,1470,49.3,116,0,0.86,Normal,0.07524371442850679,0.0484173446893692,0.44078411161899567,0.0,False,False,39.82,39.57697084698982,68.07734305908238,11.076598634897266,False
1246,2026-06-02 04:45:00,6228,L53407,0,0.0030523953,L,301.2,310.8,1479,38.2,139,0,0.86,Normal,0.07491864195559174,0.0484173446893692,0.44078411161899567,0.0,False,False,39.652,39.57697084698982,68.07734305908238,11.076598634897266,False
1247,2026-06-02 04:46:00,6233,L53412,0,0.0035621484,L,301.3,311.0,1576,30.4,151,0,0.86,Normal,0.07467305039986968,0.0484173446893692,0.44078411161899567,0.0,False,False,39.334,39.57697084698982,68.07734305908238,11.076598634897266,False
1248,2026-06-02 04:47:00,6237,M21096,0,0.0041125943,M,301.3,310.9,1512,36.9,159,0,0.86,Normal,0.07463604491204023,0.0484173446893692,0.44078411161899567,0.0,False,False,39.432,39.57697084698982,68.07734305908238,11.076598634897266,False
1249,2026-06-02 04:48:00,6239,L53418,0,0.026829837,L,301.3,310.8,1390,57.4,164,0,0.86,Normal,0.07330285377800465,0.0484173446893692,0.44078411161899567,0.0,False,False,39.53,39.57697084698982,68.07734305908238,11.076598634897266,False
1250,2026-06-02 04:49:00,6246,L53425,0,0.026016485,L,300.9,310.4,1445,41.7,180,0,0.86,Normal,0.055434760749340055,0.0484173446893692,0.44078411161899567,0.0,False,False,39.2,39.57697084698982,68.07734305908238,11.076598634897266,False
1251,2026-06-02 04:50:00,6248,L53427,0,0.017002746,L,300.8,310.2,1492,46.3,187,0,0.86,Normal,0.04180842936038971,0.0484173446893692,0.44078411161899567,0.0,False,False,39.162,39.57697084698982,68.07734305908238,11.076598634897266,False
1252,2026-06-02 04:51:00,6251,L53430,0,0.007826202,L,300.8,310.2,1520,37.7,193,0,0.86,Normal,0.041644440069794654,0.0484173446893692,0.44078411161899567,0.0,False,False,39.052,39.57697084698982,68.07734305908238,11.076598634897266,False
1253,2026-06-02 04:52:00,6252,M21111,0,0.009258233,M,300.8,310.2,1598,36.5,195,0,0.86,Normal,0.041777104400098325,0.0484173446893692,0.44078411161899567,0.0,False,False,39.016,39.57697084698982,68.07734305908238,11.076598634897266,False
1254,2026-06-02 04:53:00,6262,L53441,0,0.014281411,L,301.1,310.6,1417,47.6,10,0,0.86,Normal,0.04185607654973864,0.0484173446893692,0.44078411161899567,0.0,False,False,39.087999999999994,39.57697084698982,68.07734305908238,11.076598634897266,False
1255,2026-06-02 04:54:00,6267,L53446,0,0.04170763,L,300.8,310.4,1368,46.8,21,0,0.86,Normal,0.04263069190550595,0.0484173446893692,0.44078411161899567,0.0,False,False,39.368,39.57697084698982,68.07734305908238,11.076598634897266,False
1256,2026-06-02 04:55:00,6277,L53456,0,0.6744489,L,301.2,310.8,1233,64.6,45,0,0.86,Normal,0.05605890525970608,0.0484173446893692,0.44078411161899567,0.0,True,True,39.9,39.57697084698982,68.07734305908238,11.076598634897266,False
1257,2026-06-02 04:56:00,6280,L53459,0,0.015014028,L,301.3,310.8,1432,54.4,51,0,0.86,Normal,0.056300112111493945,0.0484173446893692,0.44078411161899567,0.0,False,False,40.28999999999999,39.57697084698982,68.07734305908238,11.076598634897266,False
1258,2026-06-02 04:57:00,6281,M21140,0,0.0034913784,M,301.2,310.7,1527,41.1,53,0,0.86,Normal,0.05629498688038439,0.0484173446893692,0.44078411161899567,0.0,False,False,40.324,39.57697084698982,68.07734305908238,11.076598634897266,False
1259,2026-06-02 04:58:00,6284,L53463,0,0.0035106358,L,301.3,310.8,1719,29.5,62,0,0.86,Normal,0.05616373744327575,0.0484173446893692,0.44078411161899567,0.0,False,False,39.955999999999996,39.57697084698982,68.07734305908238,11.076598634897266,False
1260,2026-06-02 04:59:00,6289,L53468,0,0.02553383,L,301.0,310.5,1317,50.9,75,0,0.86,Normal,0.05660769193433225,0.0484173446893692,0.44078411161899567,0.0,False,False,40.419999999999995,39.57697084698982,68.07734305908238,11.076598634897266,False
1261,2026-06-02 05:00:00,6293,L53472,0,0.003751206,L,301.0,310.4,1614,31.6,84,0,0.86,Normal,0.05657226068433374,0.0484173446893692,0.44078411161899567,0.0,False,False,40.446,39.57697084698982,68.07734305908238,11.076598634897266,False
1262,2026-06-02 05:01:00,6296,H35709,0,0.0030850735,H,301.1,310.6,1782,24.9,93,0,0.86,Normal,0.05655115053523332,0.0484173446893692,0.44078411161899567,0.0,False,False,40.10999999999999,39.57697084698982,68.07734305908238,11.076598634897266,False
1263,2026-06-02 05:02:00,6300,L53479,0,0.019322,L,301.2,310.6,1385,49.2,105,0,0.86,Normal,0.05688562299590558,0.0484173446893692,0.44078411161899567,0.0,False,False,40.622,39.57697084698982,68.07734305908238,11.076598634897266,False
1264,2026-06-02 05:03:00,6303,L53482,0,0.0138825,L,301.2,310.6,1437,51.2,112,0,0.86,Normal,0.05703107839915902,0.0484173446893692,0.44078411161899567,0.0,False,False,41.242,39.57697084698982,68.07734305908238,11.076598634897266,False
1265,2026-06-02 05:04:00,6307,L53486,0,0.0053358357,L,301.0,310.4,1563,34.4,124,0,0.86,Normal,0.05706484972964972,0.0484173446893692,0.44078411161899567,0.0,False,False,41.332,39.57697084698982,68.07734305908238,11.076598634897266,False
1266,2026-06-02 05:05:00,6312,L53491,0,0.017283047,L,300.9,310.3,1446,44.5,135,0,0.86,Normal,0.05725456481333822,0.0484173446893692,0.44078411161899567,0.0,False,False,41.56399999999999,39.57697084698982,68.07734305908238,11.076598634897266,False
1267,2026-06-02 05:06:00,6317,L53496,0,0.010596448,L,300.9,310.4,1544,36.0,148,0,0.86,Normal,0.057367409826256335,0.0484173446893692,0.44078411161899567,0.0,False,False,41.578,39.57697084698982,68.07734305908238,11.076598634897266,False
1268,2026-06-02 05:07:00,6324,L53503,0,0.055726785,L,300.7,310.1,1351,46.9,165,0,0.86,Normal,0.058310625017620625,0.0484173446893692,0.44078411161899567,0.0,False,False,41.766000000000005,39.57697084698982,68.07734305908238,11.076598634897266,False
1269,2026-06-02 05:08:00,6344,L53523,0,0.0056088367,L,300.2,309.8,1827,23.0,6,0,0.86,Normal,0.03877569820266217,0.0484173446893692,0.44078411161899567,0.0,False,False,41.044,39.57697084698982,68.07734305908238,11.076598634897266,False
1270,2026-06-02 05:09:00,6348,L53527,0,0.01250593,L,300.2,309.7,1421,44.6,17,0,0.86,Normal,0.03874985396396369,0.0484173446893692,0.44078411161899567,0.0,False,False,41.354,39.57697084698982,68.07734305908238,11.076598634897266,False
1271,2026-06-02 05:10:00,6349,L53528,0,0.0063410904,L,300.2,309.8,1557,33.8,19,0,0.86,Normal,0.03882432100828737,0.0484173446893692,0.44078411161899567,0.0,False,False,41.438,39.57697084698982,68.07734305908238,11.076598634897266,False
1272,2026-06-02 05:11:00,6355,L53534,0,0.005857181,L,300.1,309.6,1565,34.8,32,0,0.86,Normal,0.03887012793216854,0.0484173446893692,0.44078411161899567,0.0,False,False,41.31,39.57697084698982,68.07734305908238,11.076598634897266,False
1273,2026-06-02 05:12:00,6356,L53535,0,0.0047677546,L,300.1,309.7,1481,37.9,34,0,0.86,Normal,0.03880774119403213,0.0484173446893692,0.44078411161899567,0.0,False,False,41.628,39.57697084698982,68.07734305908238,11.076598634897266,False
1274,2026-06-02 05:13:00,6361,L53540,0,0.012371025,L,300.1,309.7,1441,40.1,46,0,0.86,Normal,0.03891082961577922,0.0484173446893692,0.44078411161899567,0.0,False,False,41.552,39.57697084698982,68.07734305908238,11.076598634897266,False
1275,2026-06-02 05:14:00,6365,M21224,0,0.005730752,M,299.9,309.6,1489,41.7,56,0,0.86,Normal,0.03897648270707577,0.0484173446893692,0.44078411161899567,0.0,False,False,41.638000000000005,39.57697084698982,68.07734305908238,11.076598634897266,False
